Title,URL,Abstract,Study type,Single arm/treatment Exclusion,Protocol only,Observational study,Treatment,Comparator 1,Comparator 2,Comparator 3,Population,Primary outcome,
provider types: NPs, 89.3% (CI, 83.3% to 93.8%); PCPs, 86.9% (CI, 80.6% to
91.7%); and specialists, 83.8% (CI, 79.0% to 87.8%). Patient loss to follow-up
was the major cause of non-SVR.
Limitation: Nonrandomized patient distribution; possible referral bias.
Conclusion: In a real-world cohort of patients at urban FQHCs, HCV treatment
administered by nonspecialist providers was as safe and effective as that
provided by specialists. Nurse practitioners and PCPs with compact didactic
training could substantially expand the availability of community-based providers
to escalate HCV therapy, bridging existing gaps in the continuum of care for
patients with HCV infection.
Primary Funding Source: National Institutes of Health and Gilead Sciences.",RCT,,,,nurse practitioners ,primary care physicians,specialist physicians,,hepatitis C virus,Sustained virologic response,

"Grazoprevir, ruzasvir, and uprifosbuvir for hepatitis C virus after NS5A treatment failure.",/pubmed/28688129,"People with hepatitis C virus (HCV) infection who have failed treatment with an
all-oral regimen represent a challenging treatment population. The present
studies evaluated the safety and efficacy of grazoprevir, ruzasvir, and
uprifosbuvir, with or without ribavirin, in participants who had failed an NS5A
inhibitor-containing regimen. C-SURGE (PN-3682-021) and C-CREST Part C
(PN-3682-011 and -012) were open-label, multicenter studies. Participants who had
previously relapsed following an NS5A inhibitor-containing all-oral regimen were 
retreated with grazoprevir 100 mg, ruzasvir 60 mg, and uprifosbuvir 450 mg alone 
for 24 weeks or with ribavirin for 16 weeks. The primary efficacy endpoint was
sustained virologic response (HCV RNA below the limit of quantitation [<15
IU/mL]) 12 weeks after treatment completion (SVR12). In C-SURGE, SVR12 was
achieved by 49/49 (100%) and 43/44 (98%) genotype (GT)1 participants in the
24-week no ribavirin arm and the 16-week plus ribavirin arm (lost to follow-up, n
= 1), respectively. In C-CREST Part C, SVR12 was achieved by 23/24 (96%)
participants treated for 16 weeks with ribavirin (GT1, 2/2 [100%]; GT2, 13/14
[93%]; GT3, 8/8 [100%]). One participant with GT2 infection discontinued study
medication after a single dose of grazoprevir, ruzasvir, and uprifosbuvir plus
ribavirin due to serious adverse events of vomiting and tachycardia. The presence
of baseline resistance-associated substitutions had no impact on SVR12. No
participant who completed treatment in either study experienced virologic
failure.CONCLUSION: Grazoprevir, ruzasvir, and uprifosbuvir, with or without
ribavirin, for 16 or 24 weeks was safe and highly effective in participants with 
HCV infection who had previously failed NS5A inhibitor-containing therapy.
(Hepatology 2017;66:1794-1804).",RCT,,,," grazoprevir, ruzasvir, and uprifosbuvir, with ribavirin"," grazoprevir, ruzasvir, and uprifosbuvir, without ribavirin",,,hepatitis C virus,sustained virologic response 12 weeks after treatment completion,

Application of Exposure-Response Analyses to Establish the Pharmacodynamic Similarity of a Once-Daily Regimen to an Approved Twice-Daily Dosing Regimen for the Treatment of HCV Infection.,/pubmed/28685397,"The triple direct-acting antiviral (3-DAA) regimen (two co-formulated tablets of 
ombitasvir/paritaprevir/ritonavir once daily and one tablet of dasabuvir twice
daily) for patients with hepatitis C virus (HCV) genotype 1 infection has been
reformulated for once-daily administration containing all three active DAAs (3QD 
regimen). Two bioequivalence studies compared the 3-DAA and 3QD regimens. In
study 1, fed, single-, and multiple-dose crossover comparisons revealed exposures
for drug components that were slightly outside the bioequivalence criteria, i.e.,
21 to 29% lower dasabuvir C trough, paritaprevir C max, and ritonavir C max. In
study 2, fed and fasted single-dose crossover comparisons demonstrated a large
impact of food on exposures, confirming the product's labeling requirement for
administration only with food, and revealed a lack of bioequivalence under
fasting conditions. Exposure-response analyses using efficacy data from phase 2/3
studies of the 3-DAA regimen demonstrated that the lower dasabuvir C trough for
the 3QD regimen (under fed condition) would have minimal impact on sustained
virologic response at week 12 post-treatment (SVR12). Thus, the pharmacodynamic
similarity between the regimens was established and the analyses provided the
basis for regulatory approval of the 3QD regimen to treat patients with chronic
HCV genotype 1 infection.",N,,,,,,,,,,

The influence of rituximab-containing chemotherapy on HCV load in patients with HCV-associated non-Hodgkin's lymphomas.,/pubmed/28669008,"Efficacy and safety of rituximab treatment in patients with Hepatitis C virus
(HCV) infection associated non-Hodgkin's lymphoma (NHL) are still disputable. The
aim of this study was to evaluate the influence of rituximab-containing
chemotherapy on HCV load. Fifty-four patients with both HCV infection and NHL
were identified between 2000 and 2016 at our institution. We retrospectively
analyzed patients' demographic characteristics, treatment, and kinetics of HCV
load before and after treatment with rituximab-containing chemotherapy. In the
total group of 54 patients, 29 (54%) received rituximab. Both HCV load pre
rituximab and maximal HCV load post rituximab were available in 16 patients.
Overall, we observed no significant difference between HCV load pre rituximab and
the maximal HCV load post rituximab (P¾=¾0.19). In a patient who was treated
simultaneously with direct-acting antivirals (DAAs) and rituximab-containing
chemotherapy, HCV load decreased below the sensitivity level (_12¾IU/ml) during
treatment. When regarding the influence of rituximab-containing chemotherapy
alone on HCV load, we observed a significant elevation of HCV load (P¾=¾0.04).
Rituximab-containing chemotherapy may lead to an increase of HCV load in patients
with HCV-associated NHL. However, this finding is based on small patient cohort
and should be confirmed in larger clinical trials.",N,,,,,,,,,,

Randomised clinical trial: sofosbuvir and ledipasvir in patients with transfusion-dependent thalassaemia and HCV genotype 1 or 4 infection.,/pubmed/28660640,"BACKGROUND: Patients with thalassaemia major depend on blood transfusions. In
Italy, up to 80% of thalassaemia patients bear HCV antibodies due to HCV
contaminated transfusions before 1990. Thalassaemia patients with HCV infection
have high risk of developing HCC. Treatment based on Pegylated-IFN (Peg-IFN) and 
Ribavirin (RBV) was limited by relevant side effects.
AIM: To evaluate the impact of Sofosbuvir/Ledipasvir (SOF/LDV) fixed dose
combination for 12¾weeks without RBV, in patients with thalassaemia major and HCV
Genotype 1 or 4 (GT1/4).
METHODS: Open label, historically-controlled, nationwide multicentre study in
thalassaemia patients including na´ve with cirrhosis and prior treatment failure 
without cirrhosis. SOF/LDV single pill was administered for 12¾weeks to 100
patients of whom 16% had cirrhosis. The control group included 96 patients with
comparable baseline characteristics treated with Peg-IFN/RBV. The primary end
point was sustained virologic response at follow-up week 12 or 24 after IFN-free 
or Peg-IFN/RBV, respectively.
RESULTS: In the study group, sustained virological response (SVR) was reported in
98% of patients (95% CI 95.3%-100%). Cirrhotic as well as prior treatment failure
achieved 100% SVR. In the control group, SVR was 47.9% (95% CI 37.9%-57.9%).
Adverse events including fatigue, headache, nausea, decrease in haemoglobin or
increase in ferritin levels were rare and significantly less common in the study 
than in the historical control group.
CONCLUSIONS: In conclusion, SOF/LDV for 12¾weeks provides simple, highly
effective and safe Peg-IFN/RBV-free treatment for HCV GT1/4 thalassaemia
patients. EUDRACT number 2015-002401-1.",RCT,,,,Sofosbuvir/Ledipasvir,Peg-IFN/RBV,,,thalassaemia major and HCV Genotype 1 or 4,sustained virologic response at follow-up week 12 or 24 after IFN-free or Peg-IFN/RBV,

Effectiveness and safety of first-generation protease inhibitors in real-world patients with hepatitis C virus genotype 1 infection in Brazil: a multicenter study.,/pubmed/28658438,"OBJECTIVE:: To evaluate the effectiveness and safety of first-generation protease
inhibitors for the treatment of genotype 1 hepatitis C virus-infected patients at
Brazilian reference centers.
METHODS:: This multicenter cross-sectional study included hepatitis C virus
genotype 1 monoinfected patients treated with Peg-interferon, ribavirin, and
either boceprevir (n=158) or telaprevir (n=557) between July 2013 and April 2014 
at 15 reference centers in Brazil. Demographic, clinical, virological, and
adverse events data were collected during treatment and follow-up.
RESULTS:: Of the 715 patients, 59% had cirrhosis and 67.1% were
treatment-experienced. Based on intention-to-treat analysis, the overall
sustained viral response was 56.6%, with similar effectiveness in both groups
(51.9% for boceprevir and 58% for telaprevir, p=0.190). Serious adverse events
occurred in 44.2% of patients, and six deaths (0.8%) were recorded. Cirrhotic
patients had lower sustained viral response rates than non-cirrhotic patients
(46.9% vs. 70.6%, p<0.001) and a higher incidence of serious adverse events
(50.7% vs. 34.8%, p<0.001). Multivariate analysis revealed that sustained viral
response was associated with the absence of cirrhosis, viral recurrence after
previous treatment, pretreatment platelet count greater than 100,000/mm3, and
achievement of a rapid viral response. Female gender, age>65 years, diagnosis of 
cirrhosis, and abnormal hemoglobin levels/platelet counts prior to treatment were
associated with serious adverse events.
CONCLUSION:: Although serious adverse events rates were higher in this infected
population, sustained viral response rates were similar to those reported for
other patient cohorts.",N,,,Y,,,,,,,

Evaluation of a hepatitis C education intervention with clients enrolled in methadone maintenance and needle/syringe programs in Malaysia.,/pubmed/28652072,"BACKGROUND: Approximately 40%-90% of people who inject drugs (PWID) in Malaysia
have hepatitis C (HCV). PWID continue to be disproportionately affected by HCV
due to their lack of knowledge, perceived risk and interest in HCV treatment.
Education interventions may be an effective strategy for increasing HCV knowledge
in PWID, and harm reduction services are uniquely positioned to implement and
deploy such interventions.
METHODS: We recruited 176 clients from methadone maintenance treatment (MMT:
N=110) and needle/syringe programs (NSP: N=66) between November 2015 and August
2016. After baseline knowledge assessments, clients participated in a
standardized, 45-min HCV education program and completed post-intervention
knowledge assessments to measure change in knowledge and treatment interest.
RESULTS: Participants were mostly male (96.3%), Malay (94.9%), and in their early
40s (mean=42.6years). Following the intervention, overall knowledge scores and
treatment interest in MMT clients increased by 68% and 16%, respectively
(p<0.001). In contrast, NSP clients showed no significant improvement in overall 
knowledge or treatment interest, and perceived greater treatment barriers.
Multivariate linear regression to assess correlates of HCV knowledge
post-intervention revealed that optimal dosage of MMT and having had an HIV test 
in the past year significantly increased HCV knowledge. Having received a
hepatitis B vaccine, however, was not associated with increased HCV knowledge
after participating in an education session.
CONCLUSION: Generally, HCV knowledge and screening is low among clients engaged
in MMT and NSP services in Malaysia. Integrating a brief, but comprehensive HCV
education session within harm reduction services may be a low-cost and effective 
strategy in improving overall HCV knowledge and risk behaviors in
resource-limited settings. In order to be an effective public health approach,
however, education interventions must be paired with strategies that improve
social, economic and political outcomes for PWID. Doing so may reduce HCV
disparities by increasing screening and treatment interest.",Single arm,Y,,,"standardized, 45-min HCV education program",,,,hepatitis C (HCV),measure change in knowledge,

"Response Tailored Protocol Versus the Fixed 12Weeks Course of Dual Sofosbuvir/Daclatasvir Treatment in Egyptian Patients With Chronic Hepatitis C Genotype-4 Infection: A Randomized, Open-label, Non-inferiority Trial.",/pubmed/28647541,"BACKGROUND: The most recent European Association for the Study of the Liver
(EASL) 2016 Guidelines on treatment of hepatitis C (HCV), allowed for shortening 
the course of treatment for some subsets of patients with sofosbuvir/ledipasvir
and with grazoprevir/elbasvir based on cutoff baseline HCV RNA values. We
hypothesized that it would be prudent to also consider an objectively assuring
very rapid, on-treatment, virologic response to therapy at week 2 (vRVR) before
taking the decision of shortening the treatment duration. So we planned this
study to test whether a dual sofosbuvir/daclatasvir (SOF/DCV) treatment duration 
tailored according to achieving vRVR to 8 or 12weeks is non-inferior to the
recommended fixed 12weeks course in non-cirrhotic Egyptian chronic HCV genotype-4
patients.
METHODS: The study was conducted in an outpatient setting according to a
prospective, randomized, open-label, comparative, non-inferiority study design. A
hundred twenty eligible, non-cirrhotic, chronic HCV patients were randomly
assigned (1:1) to receive daily doses in the form of one Gratisovir 400mg table
(generic sofosbuvir produced by Pharco Pharmaceuticals, Alexandria, Egypt) plus
one Daktavira 60mg tablet (generic daclatasvir produced by Dawood Pharm, Egypt)
for either a fixed 12weeks duration (reference group) or a response tailored
duration (test group). In the test group the treatment duration was tailored
according to the virus load tested by real time PCR into 8weeks for patients who 
had undetectable HCV RNA level in their serum by the end of the second week of
treatment (vRVR)), or 12weeks for those who did not show vRVR. The primary
outcome of the trial was the proportions of patients achieving SVR12 (HCV RNA
below lower level of quantification at week 12 after end of treatment). The
comparison between groups was based on testing the null hypothesis of inferiority
of the response-tailored group with a pre-specified margin of non-inferiority
(NI-m) of 0.1 (10%). The protocol was registered with a WHO Clinical Trial
Registration ID: ACTRN12617000263392.
https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=372041 FINDINGS:
Starting from Jun, 5 2016, a hundred twenty eligible patients from 4 outpatient
clinics in Alexandria, Egypt were randomized to either a fixed duration group
(reference group: n=60 patients) or a response tailored duration group (test
group: n=60 patients). During the whole period of the study, only 1 patient
dropped-out from each group. Both were lost to follow-up after the 4th week's
visit. Baseline characteristics in both groups were almost matching. Fifty eight 
out of the total 60 intention-to-treat (ITT) patients in the reference group
achieved SVR12 (96.67% (95% confidence interval (CI): 88.64-99%). Whereas, 59 out
of the total 60 (ITT) patients in the test group achieved SVR12 (98.33% (CI:
91.14-99.71%). The per-protocol (PP) analysis, excluding patients who dropped-out
before collecting their final result, showed that 58/59 (98.31% (CI: 91-99.7%))
of patients in the reference group and 59/59 (100% (CI: 93.89-100%) of the test
group achieved SVR12. Non-inferiority was declared since the upper bound of the
two-sided 95% CI for the difference in proportions of SVR12 between groups
(P(reference)-P(test)) did not exceed the specified non-inferiority margin of
+0.1 (10%), both in ITT population (-1.67%, CI: -9.8%-+5.9%), and in the PP
population (-1.69%, CI: -9%-+4.58%). No fatalities or serious adverse events were
reported during the period of the study. Similar rates of non-serious adverse
events were reported in both groups with a trend of higher incidence rate in the 
fixed 12weeks group; all were mild in severity.
INTERPRETATION: Shortening the duration of therapy based on observed vRVR could
provide a prudent basis to avoid unnecessary long treatment courses. This could
not only reduce the drug exposure and the risk of adverse drug reactions, but
also cut the cost of full treatment course with such expensive medications by one
third. This could economize the treatment budget at the individual out-of-pocket 
level as well as the public health services and insurance levels and allow for
better utilization of public health resources.",RCT,,,,"Gratisovir plus Daktavira for a response tailored
duration",Gratisovir plus Daktavira for a fixed 12 weeks duration,,,hepatitis C (HCV),proportions of patients achieving SVR12,

DOT-C: A cluster randomised feasibility trial evaluating directly observed anti-HCV therapy in a population receiving opioid substitute therapy from community pharmacy.,/pubmed/28647161,"BACKGROUND: Direct-acting antiviral therapy (DAAs) for hepatitis C infection
(HCV) have a much smaller burden of treatment than interferon-based regimes,
require less monitoring and are very effective. New pathways are required to
increase access to treatment amongst people prescribed opioid substitution
therapy (OST).
METHODS: An exploratory cluster randomised controlled trial with mixed methods
evaluation was undertaken to compare the uptake of dried blood spot testing
(DBST) and treatment of people with genotype 1 HCV infection in a conventional
service pathway versus a pharmacist-led pathway in a population receiving OST.
RESULTS: Pharmacies randomised to the conventional pathway obtained 58 DBST from 
244 patients (24%):15 new reactive tests and 33 new negative tests were
identified. Within the pharmacist-led pathway, 94 DBST were obtained from 262
patients (36%): 26 new reactive tests and 54 new negative tests were identified. 
Participants in the pharmacist-led pathway were more likely to take a DBST
(p<0.003). Of participants referred for treatment through the conventional
pathway, 4 patients from 15 with new reactive tests (27%) attended clinic for
assessment. In the pharmacist-led treatment pathway, 20 patients from 26 with new
reactive tests (77%) attended for assessment blood tests. Participants in the
pharmacist-led pathway were more likely to proceed through the assessment for
treatment (p<0.002). One participant completed treatment through the conventional
pathway and three patients completed treatment through the pharmacist-led
pathway. The process evaluation identified key themes important to service user
completers and staff participants.
CONCLUSION: The study provides evidence that testing and treatment for HCV in a
pharmacist led-pathway is a feasible treatment pathway for people who receive
supervised OST consumption through community pharmacies. This feasibility trial
therefore provides sufficient confirmation to justify proceeding to a full trial.",RCT,,,, pharmacist-led pathway,conventional service pathway,,,hepatitis C infection,,check outcome

Changes in risk behaviours during and following treatment for hepatitis C virus infection among people who inject drugs: The ACTIVATE study.,/pubmed/28633998,"BACKGROUND: The risk of hepatitis C virus (HCV) reinfection due to continued
injecting risk behaviours might remain a barrier to HCV treatment among people
who inject drugs. We aimed to evaluate changes in risk behaviours during and
following HCV treatment among people with ongoing injecting drug use or receiving
opioid substitution treatment (OST).
METHODS: ACTIVATE was an international multicentre clinical trial conducted
between 2012 and 2014. Participants with HCV genotypes 2/3 infection were treated
with peg-interferon/ribavirin for 12 or 24 weeks and completed a
self-administered behavioural questionnaire at each study visit. The impact of
time in treatment and follow-up on longitudinally measured recent (past month)
behavioural outcomes was evaluated using generalized estimating equations.
RESULTS: Among 93 enrolled participants (83% male, median age 41 years), 55 (59%)
had injected in the past month. Any injecting drug use decreased during HCV
treatment and follow-up (OR 0.89 per incremental study visit; 95% CI 0.83-0.95). 
No significant changes were found in _daily injecting (OR 0.98; 95% CI
0.89-1.07), use of non-sterile needles (OR 0.94; 95% CI 0.79-1.12), sharing of
injecting paraphernalia (OR 0.87; 95% CI 0.70-1.07) or non-injecting drug use (OR
1.01; 95% CI 0.92-1.10). Hazardous alcohol use decreased throughout (OR 0.56; 95%
CI 0.40-0.77) and OST increased between enrolment and end of treatment (OR 1.48; 
95% CI 1.07-2.04).
CONCLUSIONS: Recent injecting drug use and hazardous alcohol use decreased, while
OST increased during and following HCV treatment among participants with ongoing 
injecting drug use. These findings support further expansion of HCV care among
PWID.",N,,,,,,,,,,

No Pharmacokinetic Interaction Between the Hepatitis C Virus Inhibitors Elbasvir/Grazoprevir and Famotidine or Pantoprazole.,/pubmed/28625018,"Use of agents to suppress gastric acid secretion is common among patients with
hepatitis C virus (HCV) infection. The aims of this open-label, three-period,
fixed-sequence study were to evaluate the effect of famotidine and pantoprazole
on the pharmacokinetics and safety of elbasvir/grazoprevir fixed-dose combination
(FDC) in 16 healthy subjects. Elbasvir and grazoprevir each exhibited similar
pharmacokinetics following single-dose administration of elbasvir/grazoprevir
with or without famotidine or pantoprazole. Geometric mean ratios (GMRs) of
grazoprevir AUC(0,Á), Cmax , and C24 (elbasvir/grazoprevir + famotidine or
elbasvir/grazoprevir + pantoprazole vs. elbasvir/grazoprevir) ranged from
0.89-1.17. Similarly, GMRs of elbasvir AUC(0,Á), Cmax , and C24
(elbasvir/grazoprevir + famotidine or elbasvir/grazoprevir + pantoprazole vs.
elbasvir/grazoprevir) ranged from 1.02-1.11. These results indicate that gastric 
acid-reducing agents do not modify the pharmacokinetics of elbasvir or
grazoprevir in a clinically relevant manner and may be coadministered with
elbasvir/grazoprevir in HCV-infected patients without restriction.
",N,,,,,,,,,,

Efficacy of response-guided directly observed pegylated interferon and self-administered ribavirin for people who inject drugs with hepatitis C virus genotype 2/3 infection: The ACTIVATE study.,/pubmed/28624134,"BACKGROUND: There are few data on treatment for hepatitis C virus (HCV) infection
among people with ongoing injecting drug use. This study evaluated the efficacy
of response-guided therapy for chronic HCV genotypes 2/3 infection among people
with ongoing injecting drug use or receiving opioid substitution therapy (OST). A
secondary aim was to identify predictors of HCV treatment response.
METHODS: ACTIVATE was a multicentre clinical trial recruited between 2012 and
2014. Participants with genotypes 2/3 were treated with directly observed
peg-interferon alfa-2b and self-administered ribavirin for 12 (undetectable HCV
RNA at week 4) or 24 weeks (detectable HCV RNA at week 4). Participants were
recruited from drug treatment clinics, private practices, hospital clinics and
community clinics in Australia, Canada, and five countries in Europe. The primary
study outcome was sustained virological response (SVR, undetectable HCV RNA >12
weeks post-treatment).
RESULTS: Among 93 people with ongoing injecting drug use or receiving OST treated
for HCV genotype 2/3, 59% had recently (past month) injected drugs, 77% were
receiving OST and 56% injected drugs during therapy. Overall SVR was 66% (61/93).
SVR was 84% in those with undetectable HCV RNA at week 4 (12 weeks) compared to
38% in those without (24 weeks). In adjusted analysis, cirrhosis vs. no/mild
fibrosis [adjusted OR (aOR) 0.33, 95% CI 0.13, 0.86] predicted reduced SVR, while
response at week 4 was associated with increased SVR [aOR 8.11, 95% CI 2.73,
24.10]. Recent injecting drug use at baseline or during therapy was not
associated with SVR.
CONCLUSION: This study demonstrates that people with recent injecting drug use or
OST with chronic HCV can achieve responses to interferon-based therapy similar to
other populations, despite injecting drugs prior to or during therapy. Cirrhosis 
was predictive of reduced response to HCV therapy, while response at week 4
(despite shortened therapy) was predictive of improved response.",Single arm,Y,,,peg-interferon alfa-2b and self-administered ribavirin for 12 or 24 weeks,,,,hepatitis C virus,"sustained virological response (SVR,undetectable HCV RNA >12 weeks post-treatment)",

Dynamics of liver stiffness values by means of transient elastography in patients with HCV liver cirrhosis undergoing interferon free treatment.,/pubmed/28617884,"BACKGROUND AND AIMS: Liver stiffness (LS) measurement by Transient Elastography
(TE) has been widely accepted as a tool for fibrosis assessment. The aim of this 
study was to assess LS dynamics in a group of patients with HCV liver cirrhosis
after interferon free treatment (IFT).
METHODS: This two-center clinical trial included 225 patients with compensated
HCV cirrhosis (all genotype 1b), who received IFT for 12 weeks. All patients were
evaluated by means of TE at the beginning and at the end of treatment (EOT), and 
a subgroup (170 patients) also 12 weeks after EOT; all of them had sustained
viral response (SVR). Reliable LS measurements (LSM) were defined as a median
value of 10 valid LSM, with IQR <30% and SR >/=60%. Both M and XL probes were
used. For diagnosing cirrhosis we used a cut-off value of 12kPa as proposed by
the Tsochatzis meta-analysis. We considered a decrease or increase of more than
10% in LSM as being significant.
RESULTS: Out of 225 subjects, reliable measurements were obtained in 93.7%, so
that the final analysis included 211 patients. The mean LS values decreased
significantly after IFT: 26.4+/-11.7 vs. 23.5+/-13.3 kPa (p=0.01). Most patients,
59.2% (125/211) presented more than 10% decrease in LS values, 24.1% (51/211) had
stable LS values, while in 16.4% (35/211) cases, the LS values increased. In the 
subgroup of 170 patients with LSM also performed 12 weeks after EOT (SVR), the
mean LS values were significantly lower as compared to baseline: 21.3+/-11 kPa
vs. 27.4+/-11.9 kPa (p<0.0001) and also as compared to EOT: 21.3+/-11 kPa vs.
23.7+/-13.3 kPa (p<0.0001).
CONCLUSION: In our patients with HCV liver cirrhosis, the mean LS values
evaluated by TE significantly decreased after antiviral treatment at EOT and also
12 weeks after EOT as compared to baseline. Overall, about 60% of patients had LS
values at EOT lower than at baseline, while 12 weeks after EOT about 75% of
patients had LS values lower than at baseline.",N,,,,,,,,,,

Stroke in HIV-infected individuals with and without HCV coinfection in Spain in the combination antiretroviral therapy era.,/pubmed/28617855,"The incidence of stroke in human immunodeficiency virus (HIV)-infected
individuals has been well analyzed in recent epidemiological studies. However,
little is known about the specific contribution of hepatitis C virus (HCV)
infection to stroke among HIV-infected individuals. The aims of this study were
to analyze trends in the incidence rates of stroke in HIV-infected individuals
during the combination antiretroviral (cART) era in Spain and to categorize them 
by the presence or absence of HCV coinfection. We analyzed hospital discharges
with a diagnosis of stroke in Spain according to ICD-9-CM during 1997-2013. The
study period was divided into four calendar periods (1997-1999, 2000-2003,
2004-2007, and 2008-2013). Patients were classified according to HCV serology.
The number of HIV-infected patients was estimated based on data from the National
Centre of Epidemiology. We calculated incidence rates (events per 10,000
patient-years) and in-hospital case fatality rates (CFR). The incidence of
hemorrhagic stroke (HS) decreased in HIV-monoinfected patients (15.8 [1997-1999] 
to 6.5 [2008-2013]; P<0.001) and increased in HIV/HCV-coinfected patients (1.3
[1997-1999] to 5.5 [2008-2013]; P<0.001). The incidence of ischemic stroke (IS)
decreased in HIV-monoinfected patients (27.4 [1997-1999] to 21.7 [2008-2013]; P =
0.005) and increased in HIV/HCV-coinfected patients (1.8 [1997-1999] to 11.9
[2008-2013]; P<0.001). The CFR was 3.3 times higher for HS than for IS for the
whole study period. The CFR of HS in HIV-monoinfected patients decreased
significantly (47.4% [1997-1999] to 30.6% [2008-2013]; P = 0.010) but did not
change significantly among HIV/HCV-coinfected patients (41.4% [1997-1999] to
44.7% [2008-2013]; P = 0.784). The CFR of IS in the whole HIV-infected population
decreased significantly (14.6% [1997-1999] to 10.9% [2008-2013]; P = 0.034),
although no significant differences were found when each group was analyzed
separately. In conclusion, after the introduction of cART, HS and IS rates
decreased in HIV-monoinfected individuals, but increased steadily in
HIV/HCV-coinfected individuals.",N,,,,,,,,,,

Adherence to response-guided pegylated interferon and ribavirin for people who inject drugs with hepatitis C virus genotype 2/3 infection: the ACTIVATE study.,/pubmed/28610605,"BACKGROUND: The aims of this analysis were to investigate treatment completion
and adherence among people with ongoing injecting drug use or receiving opioid
substitution therapy (OST) in a study of response-guided therapy for chronic HCV 
genotypes 2/3 infection.
METHODS: ACTIVATE was a multicenter clinical trial recruited between 2012 and
2014. Participants with genotypes 2/3 were treated with directly observed
peg-interferon alfa-2b (PEG-IFN) and self-administered ribavirin for 12
(undetectable HCV RNA at week 4) or 24¾weeks (detectable HCV RNA at week 4).
Outcomes included treatment completion, PEG-IFN adherence, ribavirin adherence,
and sustained virological response (SVR, undetectable HCV RNA >12¾weeks
post-treatment).
RESULTS: Among 93 people treated, 59% had recently injected drugs (past month),
77% were receiving OST and 56% injected drugs during therapy. Overall, 76%
completed treatment. Mean on-treatment adherence to PEG-IFN and ribavirin were
98.2% and 94.6%. Overall, 6% of participants missed >1 dose of PEG-IFN and 31%
took <95% of their prescribed ribavirin., Higher treatment completion was
observed among those receiving 12 vs. 24¾weeks of treatment (97% vs. 46%,
P¾<¾0.001) while the proportion of participants with 95% on-treatment ribavirin
adherence was similar between groups (67% vs. 72%, P¾=¾0.664). Receiving 12¾weeks
of therapy was independently associated with treatment completion. No factors
were associated with 95% RBV adherence. Neither recent injecting drug use at
baseline nor during therapy was associated with treatment completion or adherence
to ribavirin. In adjusted analysis, treatment completion was associated with SVR 
(aOR 23.9, 95% CI 2.9-193.8).
CONCLUSIONS: This study demonstrated a high adherence to directly observed
PEG-IFN and self-administered ribavirin among people with ongoing injecting drug 
use or receiving OST. These data also suggest that shortening therapy from 24 to 
12¾weeks can lead to improved treatment completion. Treatment completion was
associated with improved response to therapy. ACTIVATE trial registration number:
NCT01364090 - May 31, 2011.",N,,,,,,,,,,

"Simeprevir with peginterferon ‘±-2a/ribavirin for chronic hepatitis C virus genotype 1 infection in treatment-experienced patients: an open-label, rollover study.",/pubmed/28577353,"BACKGROUND: This Phase 3, open-label, rollover study (NCT01323244) investigated
the efficacy and safety of simeprevir plus peginterferon _-2a (PegIFN_-2a) and
ribavirin (RBV) in a well-characterized population of HCV genotype 1
(GT1)-infected treatment-experienced patients.
METHODS: Patients who had failed PegIFN_/RBV treatment in the placebo arm of a
previous Phase 2/3 simeprevir study (Phase 2/3 group, n¾=¾125), or had been
exposed to HCV direct-acting antivirals (simeprevir or other) for up to 14¾days
in a selected Phase 1 study (Phase 1 group, n¾=¾16), were eligible. Phase 2/3
group patients were classified according to prior relapse, breakthrough, or
non-response (null response, partial response, non-classifiable non-response) to 
PegIFN_/RBV. Eight patients in the Phase 1 group received short-term (_14¾days)
simeprevir. Treatment comprised simeprevir 150¾mg once daily (QD) plus
PegIFN_-2a/RBV for 12¾weeks followed by PegIFN_-2a/RBV for 12 or 36¾weeks (using 
response-guided therapy [RGT] to determine total treatment duration in Phase 2/3 
prior relapsers or breakthrough) or 36¾weeks fixed (Phase 2/3 group
non-responders and Phase 1 group). The primary endpoint was sustained virologic
response 12¾weeks after planned end of treatment (SVR12).
RESULTS: Phase 2/3 group: SVR12 rate was 69.6% (87/125) overall; 92.7% (51/55),
60.0% (6/10), 64.3% (18/28), and 36.7% (11/30) in patients with prior relapse,
viral breakthrough, partial response, or null response, respectively. SVR12 rates
were similar for patients with HCV GT1a (66.0% [33/50]) and GT1b infection (72.0%
[54/75]) and among HCV GT1a-infected patients with/without a baseline Q80K
polymorphism (66.7% [8/12] and 65.8% [25/38], respectively). The majority of
RGT-eligible patients (prior viral relapse or breakthrough) met RGT criteria
(89.2% [58/65]); of these, 89.7% (52/58) achieved SVR12. Overall, 16.0% (20/125) 
of patients experienced on-treatment failure and 14.4% (18/125) experienced
post-treatment failure (15 relapses, 3 missing data). Phase 1 group
(simeprevir-na´ve and -experienced patients combined): SVR12 rate was 37.5%
(6/16). Safety and tolerability findings were comparable to those of the feeder
studies.
CONCLUSIONS: The majority of RGT-eligible patients met criteria for shortening
treatment to 24¾weeks in total. Simeprevir 150¾mg QD with PegIFN_-2a/RBV led to a
high SVR rate among prior relapsers with HCV GT1 infection. No new safety signals
were noted.
